gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group D,associate's degree,standard,none,77,88,86
male,group E,bachelor's degree,free/reduced,none,70,62,57
male,group C,some college,free/reduced,none,73,70,60
female,group E,high school,free/reduced,none,77,85,87
female,group E,high school,standard,completed,73,81,86
male,group A,some high school,standard,none,59,53,56
male,group C,bachelor's degree,standard,none,66,57,55
female,group C,some college,standard,none,62,65,68
female,group C,some college,free/reduced,none,51,70,62
male,group B,associate's degree,free/reduced,none,46,44,36
female,group C,high school,free/reduced,none,68,85,74
female,group E,associate's degree,free/reduced,completed,69,76,77
female,group D,bachelor's degree,free/reduced,none,63,79,80
male,group D,high school,standard,none,60,63,55
female,group E,associate's degree,standard,completed,77,88,92
female,group D,master's degree,standard,completed,72,79,83
male,group D,bachelor's degree,standard,none,84,82,74
male,group D,master's degree,standard,none,82,81,81
female,group C,some high school,standard,completed,78,93,99
female,group D,some college,standard,none,71,79,79
female,group A,some high school,standard,none,58,56,52
female,group B,associate's degree,free/reduced,completed,62,64,70
male,group E,some high school,free/reduced,none,57,47,42
male,group D,some high school,standard,none,65,60,54
male,group C,some college,free/reduced,completed,60,55,57
female,group C,master's degree,free/reduced,none,48,63,61
female,group B,some college,standard,completed,88,100,100
male,group D,high school,standard,completed,66,57,50
male,group C,some high school,standard,none,75,57,57
male,group E,some high school,standard,none,74,62,55
male,group D,some high school,standard,none,67,63,62
female,group B,some college,free/reduced,none,29,50,43
male,group C,high school,standard,completed,71,77,69
female,group B,high school,standard,none,62,69,68
female,group C,bachelor's degree,standard,none,77,79,84
male,group C,some college,standard,none,45,42,38
male,group C,high school,free/reduced,completed,32,37,37
female,group D,some high school,free/reduced,completed,79,82,87
male,group E,associate's degree,free/reduced,none,96,90,74
female,group C,some high school,free/reduced,none,59,66,67
female,group C,bachelor's degree,standard,none,81,91,96
female,group D,bachelor's degree,standard,none,85,83,89
female,group B,some college,free/reduced,none,68,70,69
male,group D,some college,standard,completed,76,76,69
male,group B,associate's degree,free/reduced,none,49,63,55
female,group C,associate's degree,standard,none,46,52,50
male,group C,some high school,standard,none,60,64,52
female,group B,high school,free/reduced,none,57,76,73
male,group D,some college,free/reduced,none,33,34,33
female,group B,associate's degree,standard,completed,67,73,78
male,group C,associate's degree,standard,none,99,95,89
female,group C,some high school,standard,completed,84,93,95
male,group C,some high school,standard,none,81,78,72
male,group E,associate's degree,standard,none,72,68,63
male,group E,associate's degree,free/reduced,none,57,50,42
male,group C,some high school,standard,completed,81,75,73
female,group C,associate's degree,standard,none,72,79,82
female,group C,some college,free/reduced,none,51,63,65
male,group E,some high school,standard,completed,75,72,69
male,group C,high school,free/reduced,none,45,45,39
male,group D,high school,standard,none,68,74,69
female,group C,associate's degree,standard,none,90,91,93
male,group D,high school,standard,none,67,65,62
female,group B,associate's degree,free/reduced,completed,56,68,75
female,group C,some high school,standard,none,72,73,64
male,group E,some high school,free/reduced,none,66,60,51
male,group B,some college,standard,completed,88,91,90
female,group E,bachelor's degree,standard,none,86,88,86
female,group C,bachelor's degree,standard,none,69,84,78
male,group D,master's degree,standard,none,97,93,92
female,group C,bachelor's degree,standard,none,78,81,82
male,group D,bachelor's degree,standard,completed,50,51,52
female,group C,associate's degree,standard,none,65,80,78
male,group C,some college,standard,none,65,70,63
female,group E,associate's degree,standard,completed,59,62,67
male,group A,some high school,standard,none,77,81,80
male,group B,associate's degree,free/reduced,none,41,52,42
male,group D,some high school,free/reduced,none,64,60,55
female,group A,high school,standard,none,62,74,72
male,group C,some college,standard,completed,88,84,83
male,group E,associate's degree,free/reduced,none,73,62,55
male,group E,some high school,free/reduced,none,67,59,57
male,group B,some college,standard,none,84,71,62
female,group C,high school,standard,none,51,64,59
male,group D,high school,standard,completed,55,55,57
male,group C,some college,standard,none,66,53,53
male,group B,some high school,standard,completed,54,53,50
male,group E,associate's degree,standard,completed,88,81,80
female,group C,some high school,standard,completed,44,61,61
female,group B,master's degree,standard,completed,64,71,80
male,group D,some high school,standard,none,74,67,71
female,group D,associate's degree,standard,completed,85,79,92
female,group E,some college,standard,completed,81,80,82
male,group E,some college,free/reduced,none,54,49,40
male,group D,some college,standard,none,66,61,63
male,group C,high school,standard,completed,67,71,68
female,group B,high school,standard,none,60,79,74
female,group E,master's degree,standard,completed,95,100,100
male,group B,some high school,free/reduced,none,31,34,30
male,group D,some college,free/reduced,completed,62,69,64
male,group E,some college,standard,none,54,57,46
female,group C,some college,free/reduced,none,58,60,61
female,group C,associate's degree,standard,completed,86,86,92
male,group D,high school,standard,completed,81,73,79
female,group E,some college,standard,none,68,77,65
female,group C,associate's degree,free/reduced,none,33,49,49
female,group D,high school,free/reduced,none,58,67,60
female,group C,master's degree,free/reduced,none,71,84,81
female,group E,some college,free/reduced,none,75,83,78
female,group C,high school,standard,completed,79,94,92
female,group C,some college,standard,none,81,84,80
male,group D,master's degree,free/reduced,completed,97,92,91
female,group C,some college,free/reduced,completed,74,93,95
female,group D,associate's degree,standard,completed,77,84,86
female,group D,some college,standard,none,74,71,78
female,group B,some college,standard,none,32,38,36
female,group B,associate's degree,standard,completed,57,64,69
female,group B,bachelor's degree,standard,none,87,88,87
female,group C,high school,free/reduced,completed,72,66,74
female,group C,bachelor's degree,free/reduced,none,43,63,62
female,group C,some high school,standard,completed,50,63,62
female,group C,some high school,standard,completed,34,53,50
female,group D,some college,standard,none,57,62,62
female,group E,high school,free/reduced,completed,59,63,64
male,group B,bachelor's degree,free/reduced,none,36,43,44
male,group C,associate's degree,standard,none,39,39,40
female,group D,associate's degree,standard,completed,64,79,80
male,group C,some college,free/reduced,none,69,63,57
male,group A,some college,free/reduced,none,49,48,45
male,group C,bachelor's degree,standard,completed,66,63,64
male,group E,bachelor's degree,free/reduced,none,75,69,63
male,group B,some college,free/reduced,none,59,57,49
male,group A,some high school,standard,none,81,70,69
male,group C,some college,standard,none,58,49,49
female,group E,master's degree,free/reduced,none,62,82,77
male,group D,some high school,standard,none,90,79,80
female,group D,bachelor's degree,free/reduced,none,61,72,76
male,group C,some high school,free/reduced,none,40,47,39
female,group A,master's degree,standard,none,60,72,71
female,group B,associate's degree,free/reduced,completed,66,72,78
female,group D,bachelor's degree,free/reduced,completed,70,91,92
female,group B,master's degree,free/reduced,none,42,53,50
male,group E,some college,free/reduced,none,76,63,63
female,group D,bachelor's degree,free/reduced,none,63,80,80
female,group C,associate's degree,standard,completed,60,67,77
female,group C,some college,free/reduced,none,60,74,66
male,group D,high school,standard,none,83,75,76
male,group B,associate's degree,standard,completed,86,88,88
female,group C,bachelor's degree,standard,none,82,96,97
female,group D,some college,standard,none,64,63,65
male,group C,some college,standard,none,75,67,64
male,group B,some college,standard,completed,59,53,45
male,group A,associate's degree,free/reduced,none,47,37,34
male,group C,some college,standard,completed,95,94,93
male,group D,some college,free/reduced,none,84,84,80
male,group B,master's degree,free/reduced,none,86,80,83
female,group A,high school,standard,completed,86,97,100
male,group D,associate's degree,standard,none,81,76,74
female,group E,some college,free/reduced,none,75,77,82
male,group A,master's degree,standard,none,83,79,83
female,group C,some college,free/reduced,none,63,71,72
male,group B,associate's degree,standard,none,53,37,43
female,group B,bachelor's degree,standard,completed,94,99,100
female,group C,some high school,standard,none,64,75,66
female,group C,associate's degree,free/reduced,completed,61,75,74
male,group C,associate's degree,standard,none,53,49,51
male,group B,some college,free/reduced,none,65,61,59
female,group C,high school,standard,none,73,72,68
male,group C,associate's degree,standard,completed,72,76,70
male,group B,high school,standard,none,77,70,63
male,group D,some high school,free/reduced,none,80,79,78
male,group A,high school,free/reduced,completed,38,45,50
female,group D,bachelor's degree,standard,none,82,75,81
male,group E,some college,standard,none,88,80,74
male,group B,some high school,standard,completed,67,69,60
male,group E,some high school,free/reduced,completed,72,60,60
male,group C,some college,free/reduced,none,45,49,40
female,group B,associate's degree,free/reduced,none,52,61,59
female,group E,some high school,standard,completed,50,59,61
female,group D,some high school,standard,none,90,84,86
female,group C,some college,standard,completed,57,67,75
female,group C,some college,standard,completed,60,69,80
male,group E,associate's degree,standard,completed,95,86,87
female,group B,some high school,standard,completed,61,68,67
male,group B,high school,free/reduced,completed,38,48,42
female,group D,associate's degree,free/reduced,none,48,55,53
female,group E,high school,standard,completed,92,97,96
male,group A,some college,standard,completed,83,77,75
male,group C,some college,standard,completed,79,77,78
female,group C,master's degree,free/reduced,completed,48,67,70
female,group C,associate's degree,standard,none,84,85,87
female,group E,master's degree,standard,none,73,75,75
female,group C,high school,standard,none,78,75,69
female,group D,associate's degree,standard,completed,70,75,74
male,group E,high school,standard,none,80,65,64
female,group D,some high school,standard,none,55,59,60
male,group D,bachelor's degree,standard,none,61,55,55
female,group D,high school,standard,none,81,96,99
male,group C,bachelor's degree,standard,completed,97,94,92
male,group C,bachelor's degree,standard,none,74,75,64
male,group C,high school,standard,none,61,63,58
male,group D,high school,standard,none,78,69,66
male,group E,some college,standard,none,81,77,75
female,group A,some high school,free/reduced,none,66,80,72
female,group E,associate's degree,standard,completed,71,69,69
female,group C,associate's degree,free/reduced,none,41,37,35
female,group B,associate's degree,standard,completed,87,100,97
male,group C,high school,standard,none,74,64,65
female,group D,master's degree,standard,none,88,88,98
male,group A,some college,standard,completed,60,61,63
female,group B,some high school,standard,none,43,59,55
male,group C,associate's degree,free/reduced,none,73,76,70
male,group D,some high school,free/reduced,completed,62,71,68
male,group B,associate's degree,standard,none,62,69,57
female,group E,some high school,standard,none,83,83,78
male,group D,master's degree,free/reduced,none,87,89,78
female,group C,high school,standard,none,64,74,68
female,group E,high school,standard,completed,70,72,77
female,group C,bachelor's degree,standard,completed,95,100,100
male,group B,some college,free/reduced,none,52,47,45
male,group C,master's degree,free/reduced,none,64,64,60
male,group D,high school,standard,none,57,46,42
male,group C,high school,standard,none,71,62,57
female,group C,associate's degree,standard,none,55,58,61
male,group D,high school,free/reduced,none,47,49,41
female,group C,some college,standard,completed,68,89,86
male,group D,associate's degree,free/reduced,none,57,62,57
female,group C,some high school,free/reduced,completed,59,73,66
male,group C,bachelor's degree,standard,completed,77,83,79
male,group B,some high school,standard,completed,91,86,82
female,group C,some high school,standard,none,73,78,83
female,group C,associate's degree,standard,none,80,89,87
female,group D,some high school,standard,completed,96,100,100
female,group C,some college,free/reduced,none,34,43,48
male,group A,master's degree,free/reduced,none,54,61,56
female,group D,master's degree,standard,none,64,71,71
female,group D,associate's degree,standard,completed,88,100,100
female,group B,some high school,standard,none,60,71,68
male,group B,some college,standard,none,76,72,69
female,group C,some high school,standard,none,59,62,62
male,group D,associate's degree,free/reduced,none,75,73,72
female,group D,some college,free/reduced,none,38,44,41
male,group C,associate's degree,free/reduced,completed,85,90,88
female,group D,high school,standard,none,84,87,92
male,group D,associate's degree,free/reduced,none,52,43,41
male,group D,some college,standard,none,82,75,78
male,group C,some college,standard,none,66,62,57
male,group B,some college,standard,completed,53,43,49
male,group C,some college,standard,none,72,73,71
female,group D,high school,standard,completed,69,83,83
male,group C,high school,standard,none,76,71,70
male,group C,high school,standard,none,69,59,56
female,group D,some college,free/reduced,completed,50,68,67
male,group C,some high school,free/reduced,none,65,74,63
female,group B,some college,standard,completed,64,81,82
male,group D,high school,standard,completed,91,85,88
male,group B,associate's degree,free/reduced,completed,37,39,41
female,group D,some college,standard,completed,65,59,66
female,group C,high school,standard,completed,64,73,74
female,group C,some high school,free/reduced,none,51,60,60
female,group B,bachelor's degree,free/reduced,none,60,73,72
female,group B,some high school,free/reduced,none,31,50,46
male,group D,some high school,standard,completed,72,69,69
male,group C,high school,standard,completed,69,69,72
female,group E,some college,standard,completed,77,83,88
female,group D,some college,free/reduced,completed,74,93,98
male,group C,bachelor's degree,standard,none,54,57,48
male,group E,high school,standard,completed,95,92,87
male,group D,some college,free/reduced,none,45,45,43
female,group B,bachelor's degree,standard,completed,84,98,99
male,group D,some high school,free/reduced,none,57,48,50
male,group C,associate's degree,free/reduced,none,83,76,67
male,group C,associate's degree,standard,none,55,61,61
female,group A,associate's degree,free/reduced,none,55,61,62
male,group E,some high school,standard,completed,86,81,81
male,group E,associate's degree,free/reduced,completed,47,41,38
male,group C,associate's degree,standard,none,66,65,57
female,group A,associate's degree,free/reduced,none,31,32,36
female,group C,high school,free/reduced,none,25,48,41
male,group B,bachelor's degree,standard,none,57,57,55
male,group C,some college,standard,none,76,63,61
male,group D,bachelor's degree,free/reduced,completed,89,84,90
male,group C,some college,free/reduced,none,53,50,48
male,group B,bachelor's degree,standard,completed,78,80,83
male,group D,some college,free/reduced,none,74,78,73
female,group C,high school,free/reduced,completed,55,78,79
female,group B,some high school,standard,none,68,72,70
male,group A,associate's degree,free/reduced,none,48,35,34
male,group C,associate's degree,free/reduced,completed,61,60,61
male,group C,high school,standard,none,78,76,70
male,group C,some high school,free/reduced,none,56,51,42
female,group C,associate's degree,standard,none,74,79,77
male,group B,high school,standard,none,68,62,58
male,group D,some college,standard,none,41,41,39
male,group C,some high school,standard,none,79,82,69
male,group C,master's degree,standard,completed,85,89,92
female,group C,high school,standard,none,39,48,47
female,group C,high school,standard,completed,51,54,61
female,group B,some high school,standard,none,72,78,72
female,group D,high school,standard,none,52,67,73
female,group B,some college,standard,completed,59,71,68
female,group C,associate's degree,standard,completed,91,100,99
male,group E,some high school,standard,none,64,56,47
female,group A,high school,standard,none,49,62,52
female,group B,some high school,free/reduced,none,53,74,75
male,group C,some college,standard,none,55,42,37
male,group A,some high school,free/reduced,none,63,72,62
female,group D,some college,standard,none,78,80,79
male,group C,some college,free/reduced,none,56,49,45
female,group B,high school,standard,completed,76,88,87
male,group A,associate's degree,standard,completed,77,87,83
male,group A,high school,standard,none,66,64,56
female,group B,associate's degree,standard,none,60,70,78
female,group D,associate's degree,free/reduced,completed,74,83,91
female,group B,some college,free/reduced,none,48,68,61
male,group D,master's degree,standard,none,90,82,86
female,group D,some high school,standard,none,66,75,69
female,group C,bachelor's degree,free/reduced,none,54,58,62
male,group D,associate's degree,standard,none,83,77,80
female,group C,associate's degree,standard,completed,66,71,77
female,group E,some college,free/reduced,none,55,71,60
female,group B,some college,standard,completed,72,83,81
male,group C,some college,free/reduced,none,72,73,66
female,group C,master's degree,standard,none,53,69,68
female,group A,bachelor's degree,standard,completed,65,81,81
female,group D,associate's degree,standard,completed,88,88,94
female,group C,high school,standard,none,62,66,69
female,group A,associate's degree,standard,completed,79,90,94
male,group D,high school,standard,completed,70,72,71
female,group D,some college,free/reduced,none,51,60,60
female,group B,associate's degree,standard,completed,72,74,78
male,group C,associate's degree,standard,none,93,84,85
male,group E,high school,standard,none,100,99,90
male,group C,some college,standard,none,68,67,65
male,group D,associate's degree,free/reduced,none,82,81,82
female,group B,associate's degree,free/reduced,none,69,82,75
male,group D,associate's degree,free/reduced,none,67,61,61
female,group E,high school,free/reduced,none,58,62,66
female,group D,some high school,standard,none,86,77,89
female,group C,some college,standard,none,87,96,85
male,group D,some high school,standard,none,72,63,56
male,group E,master's degree,free/reduced,completed,76,66,67
female,group D,some high school,standard,completed,85,100,100
female,group C,master's degree,standard,none,70,76,72
male,group A,associate's degree,standard,none,87,79,86
female,group C,associate's degree,free/reduced,completed,72,83,89
male,group B,some high school,free/reduced,none,65,62,62
female,group D,some college,free/reduced,none,73,92,81
female,group E,some high school,standard,none,57,57,60
male,group B,some college,free/reduced,completed,70,75,74
male,group C,some high school,standard,none,83,76,68
male,group E,master's degree,free/reduced,none,72,70,67
male,group A,some college,standard,completed,93,86,93
female,group C,some college,standard,none,93,97,93
male,group D,bachelor's degree,standard,completed,93,94,90
male,group B,high school,standard,completed,59,62,58
male,group B,some college,free/reduced,none,40,37,37
female,group B,high school,free/reduced,completed,79,86,89
male,group E,high school,standard,none,69,61,59
male,group A,associate's degree,free/reduced,none,60,54,53
female,group C,some high school,free/reduced,none,55,61,66
female,group B,high school,standard,none,56,55,58
female,group E,some college,standard,none,85,91,89
male,group C,high school,standard,completed,66,54,55
male,group C,associate's degree,free/reduced,none,41,51,49
female,group C,some high school,standard,completed,81,92,95
male,group C,associate's degree,free/reduced,none,64,55,46
female,group D,bachelor's degree,standard,none,73,79,87
male,group C,associate's degree,free/reduced,none,73,73,68
male,group E,bachelor's degree,standard,none,87,70,70
male,group B,some college,standard,none,57,58,60
male,group A,high school,standard,none,53,47,44
male,group B,some college,free/reduced,none,68,73,70
female,group B,some college,free/reduced,none,42,58,56
male,group B,some college,standard,completed,82,82,84
female,group A,associate's degree,standard,none,62,76,73
male,group C,some high school,standard,completed,56,63,61
male,group B,associate's degree,standard,completed,74,66,70
male,group C,master's degree,standard,completed,97,100,100
male,group C,associate's degree,free/reduced,completed,54,51,54
female,group C,associate's degree,standard,none,67,87,78
female,group B,some college,standard,none,55,53,60
male,group C,some high school,standard,none,66,51,45
male,group C,bachelor's degree,standard,none,78,69,70
male,group C,high school,standard,none,72,71,67
female,group B,bachelor's degree,standard,none,69,73,72
female,group D,bachelor's degree,standard,none,77,92,91
male,group B,high school,standard,completed,70,63,65
female,group D,some college,free/reduced,none,54,75,70
male,group C,some high school,free/reduced,none,76,78,70
male,group C,bachelor's degree,standard,completed,81,75,75
female,group A,bachelor's degree,standard,none,59,78,81
male,group B,some high school,free/reduced,none,64,81,72
male,group D,high school,free/reduced,none,47,47,47
female,group C,bachelor's degree,free/reduced,none,52,63,63
male,group B,associate's degree,free/reduced,none,50,36,34
female,group C,master's degree,free/reduced,none,43,69,65
male,group E,associate's degree,standard,none,59,50,47
male,group B,associate's degree,standard,none,82,77,72
male,group D,associate's degree,free/reduced,none,63,52,52
female,group C,high school,standard,none,38,48,41
female,group B,bachelor's degree,free/reduced,none,67,72,74
female,group B,some high school,free/reduced,completed,67,86,86
male,group A,bachelor's degree,free/reduced,none,67,63,65
female,group B,bachelor's degree,standard,none,72,76,80
male,group C,some college,standard,completed,79,80,74
female,group C,associate's degree,free/reduced,none,74,84,89
male,group D,high school,standard,none,75,70,64
male,group D,some college,standard,completed,88,72,75
male,group B,some college,standard,none,75,61,60
male,group E,some high school,free/reduced,none,76,75,67
male,group D,some high school,free/reduced,none,60,61,55
male,group D,some college,standard,none,81,84,81
female,group D,some high school,free/reduced,none,71,81,76
male,group A,some college,standard,completed,88,82,86
male,group C,high school,standard,none,63,46,47
male,group D,bachelor's degree,standard,completed,74,74,73
male,group C,some high school,standard,none,62,54,51
male,group D,bachelor's degree,standard,none,86,82,77
male,group C,some high school,standard,completed,72,71,70
male,group E,high school,free/reduced,completed,58,54,50
male,group C,high school,standard,completed,73,60,64
female,group B,some college,free/reduced,completed,44,60,62
female,group D,high school,standard,completed,78,87,96
male,group D,associate's degree,standard,none,50,50,47
male,group B,some high school,free/reduced,none,51,43,43
female,group C,high school,free/reduced,completed,46,61,57
male,group B,some high school,standard,none,59,44,44
female,group B,associate's degree,free/reduced,completed,32,61,55
male,group D,high school,standard,none,87,83,75
female,group B,bachelor's degree,free/reduced,completed,71,82,90
female,group C,associate's degree,free/reduced,none,54,64,64
male,group C,some high school,standard,none,55,62,55
female,group C,high school,standard,completed,78,87,84
female,group C,some high school,standard,none,67,80,70
female,group B,associate's degree,standard,completed,71,88,81
male,group B,some college,standard,completed,85,77,75
female,group B,associate's degree,standard,none,72,79,76
male,group E,some college,free/reduced,completed,74,69,71
male,group C,bachelor's degree,free/reduced,none,60,62,61
female,group B,master's degree,free/reduced,completed,44,55,57
male,group C,associate's degree,free/reduced,none,68,62,63
female,group D,some college,standard,none,59,69,72
female,group D,bachelor's degree,standard,none,82,82,89
male,group C,associate's degree,standard,none,84,76,70
female,group D,some college,standard,none,56,63,65
female,group D,associate's degree,free/reduced,none,41,53,54
female,group D,associate's degree,standard,none,47,57,58
female,group C,some high school,standard,none,44,46,48
male,group C,some college,standard,none,68,71,68
female,group A,some college,standard,none,81,98,92
female,group C,high school,standard,none,75,80,73
female,group C,some college,free/reduced,completed,49,49,54
female,group C,some college,standard,none,67,66,68
male,group E,associate's degree,standard,none,94,85,78
female,group B,high school,standard,completed,54,68,75
male,group D,high school,free/reduced,none,64,64,63
female,group B,some college,free/reduced,none,30,44,41
female,group A,high school,standard,none,66,72,70
male,group E,associate's degree,standard,none,54,38,36
female,group B,master's degree,standard,none,70,73,71
female,group C,some high school,free/reduced,none,59,81,77
male,group C,high school,standard,none,64,56,52
female,group C,some college,standard,none,42,53,56
female,group A,some college,free/reduced,none,47,60,58
female,group D,some high school,standard,none,64,76,70
male,group D,bachelor's degree,free/reduced,none,43,46,48
female,group B,high school,standard,completed,57,68,68
female,group D,high school,standard,none,65,63,66
female,group B,associate's degree,standard,none,66,69,65
male,group B,associate's degree,standard,completed,82,74,79
female,group E,some college,standard,completed,97,94,99
female,group B,some high school,standard,completed,66,64,70
female,group C,high school,free/reduced,completed,61,75,71
female,group E,high school,standard,none,75,81,74
male,group D,associate's degree,free/reduced,none,67,57,60
male,group B,bachelor's degree,standard,none,53,47,46
female,group C,associate's degree,free/reduced,completed,55,59,64
female,group E,high school,standard,none,69,81,75
male,group C,high school,free/reduced,completed,50,58,49
female,group E,some high school,standard,completed,73,74,76
male,group E,some college,free/reduced,none,57,49,43
male,group C,bachelor's degree,free/reduced,none,54,50,48
female,group E,high school,free/reduced,completed,84,86,94
female,group D,high school,free/reduced,none,39,54,54
female,group C,some high school,standard,none,54,63,57
female,group B,associate's degree,standard,none,75,83,76
male,group C,some high school,free/reduced,completed,62,73,69
male,group C,master's degree,standard,none,69,56,59
female,group B,bachelor's degree,free/reduced,none,56,67,68
male,group C,bachelor's degree,standard,completed,77,65,73
female,group C,associate's degree,standard,none,73,83,81
female,group C,some college,standard,none,70,67,62
male,group D,some college,free/reduced,none,60,52,54
female,group D,associate's degree,standard,none,76,80,85
female,group E,some high school,standard,none,81,85,77
female,group C,high school,standard,none,54,60,59
female,group B,bachelor's degree,standard,completed,80,91,89
male,group B,high school,standard,completed,79,80,78
female,group E,some high school,free/reduced,none,69,73,66
female,group C,some college,free/reduced,none,46,57,59
female,group C,bachelor's degree,standard,none,69,78,77
female,group C,some college,standard,none,60,65,59
male,group D,high school,free/reduced,completed,54,48,55
female,group C,some college,standard,completed,88,88,87
male,group D,master's degree,free/reduced,completed,82,80,84
male,group A,bachelor's degree,standard,none,92,86,79
female,group C,associate's degree,free/reduced,completed,51,54,58
male,group D,associate's degree,free/reduced,none,78,83,81
female,group C,high school,free/reduced,none,48,54,54
female,group D,some high school,free/reduced,none,44,54,54
female,group D,some college,free/reduced,completed,54,64,70
female,group B,bachelor's degree,standard,none,54,57,64
male,group C,some high school,standard,none,85,83,80
male,group C,high school,standard,none,66,72,64
male,group C,high school,standard,none,64,67,64
female,group B,some college,standard,none,79,86,86
female,group A,high school,free/reduced,completed,32,50,50
male,group D,some college,free/reduced,none,63,57,55
female,group E,master's degree,standard,completed,69,80,73
male,group B,some high school,standard,none,70,60,56
female,group A,high school,free/reduced,none,41,53,55
female,group D,some college,standard,none,58,57,61
female,group B,high school,standard,none,61,79,67
female,group D,high school,standard,completed,92,97,99
female,group C,associate's degree,standard,completed,93,95,98
female,group E,associate's degree,free/reduced,completed,68,76,80
male,group A,high school,standard,none,72,70,67
female,group D,associate's degree,free/reduced,none,61,78,77
male,group D,master's degree,free/reduced,none,55,56,63
female,group E,some high school,standard,none,82,83,80
female,group C,associate's degree,free/reduced,completed,75,88,85
male,group C,associate's degree,standard,completed,97,85,91
female,group C,high school,standard,completed,72,85,80
male,group D,some college,standard,completed,76,90,86
male,group D,bachelor's degree,free/reduced,completed,66,70,68
female,group B,bachelor's degree,standard,none,50,52,54
male,group C,some high school,standard,none,70,63,60
female,group E,high school,free/reduced,completed,80,92,91
male,group A,associate's degree,free/reduced,completed,50,51,50
female,group D,some college,free/reduced,none,55,56,56
female,group C,master's degree,free/reduced,completed,65,78,78
female,group A,associate's degree,standard,none,53,60,63
male,group E,associate's degree,free/reduced,none,66,51,44
female,group C,high school,standard,none,80,85,79
female,group B,associate's degree,standard,completed,74,90,90
female,group B,associate's degree,standard,none,90,100,100
male,group D,some high school,standard,none,74,76,68
male,group E,some high school,standard,completed,92,86,83
male,group B,master's degree,free/reduced,none,51,48,49
male,group C,some college,standard,none,47,50,44
male,group C,bachelor's degree,standard,none,87,78,79
female,group E,bachelor's degree,standard,completed,75,88,84
male,group D,some college,standard,completed,64,60,62
male,group D,associate's degree,standard,completed,92,87,91
female,group B,some college,standard,none,58,69,69
female,group A,high school,standard,none,48,65,58
male,group C,associate's degree,standard,none,68,58,58
male,group E,some high school,standard,none,91,81,82
male,group E,associate's degree,standard,none,94,82,83
male,group E,some college,free/reduced,completed,78,77,76
male,group A,some college,free/reduced,none,61,64,57
male,group B,associate's degree,standard,none,79,77,70
male,group D,associate's degree,standard,none,38,34,39
female,group D,some college,free/reduced,none,57,51,56
male,group C,associate's degree,free/reduced,none,41,39,37
male,group A,some high school,standard,none,66,64,60
male,group B,associate's degree,free/reduced,completed,67,71,67
female,group B,some high school,standard,completed,52,68,67
male,group C,associate's degree,standard,none,80,68,63
female,group C,some high school,standard,completed,42,60,64
male,group B,some high school,free/reduced,none,60,63,59
male,group D,bachelor's degree,standard,none,97,86,91
male,group E,some high school,free/reduced,none,54,50,42
male,group C,bachelor's degree,standard,none,59,51,46
female,group B,some high school,standard,completed,87,89,94
female,group C,associate's degree,standard,none,88,93,91
female,group A,high school,free/reduced,completed,66,75,79
female,group C,high school,free/reduced,none,40,47,46
male,group E,associate's degree,standard,none,100,90,89
male,group A,some high school,standard,completed,69,69,64
female,group C,associate's degree,free/reduced,completed,52,70,73
female,group C,associate's degree,free/reduced,completed,79,87,97
female,group B,high school,free/reduced,none,45,61,54
female,group D,some high school,standard,none,73,84,87
male,group D,associate's degree,standard,none,89,83,83
female,group B,high school,free/reduced,none,42,60,51
female,group A,master's degree,standard,completed,58,70,74
male,group C,associate's degree,standard,none,45,43,37
female,group C,high school,standard,none,45,53,46
female,group C,some high school,standard,completed,84,99,99
male,group A,high school,standard,none,64,55,54
male,group C,bachelor's degree,standard,completed,87,87,88
male,group A,associate's degree,standard,none,77,67,64
male,group E,bachelor's degree,free/reduced,completed,70,73,67
female,group E,some high school,standard,completed,86,80,80
female,group B,high school,standard,none,75,90,84
male,group C,some high school,standard,completed,53,57,55
female,group B,associate's degree,standard,none,40,47,51
female,group A,master's degree,free/reduced,none,63,73,69
female,group C,some college,standard,completed,84,95,96
female,group D,some college,standard,none,52,53,54
male,group B,some high school,free/reduced,none,65,59,55
male,group D,bachelor's degree,standard,completed,90,86,89
male,group B,some high school,standard,none,81,75,66
female,group C,some college,free/reduced,completed,72,96,92
male,group E,associate's degree,free/reduced,none,78,69,69
female,group D,some college,standard,completed,83,87,94
female,group C,some college,standard,none,66,65,70
female,group D,high school,standard,none,74,77,81
male,group E,bachelor's degree,free/reduced,none,63,62,61
male,group A,some college,free/reduced,completed,80,77,84
male,group B,some high school,standard,completed,62,48,50
female,group B,some college,standard,completed,71,80,85
male,group C,high school,free/reduced,none,60,55,56
male,group E,bachelor's degree,standard,none,90,87,79
female,group B,master's degree,standard,none,50,59,60
male,group B,associate's degree,free/reduced,none,75,72,69
female,group B,master's degree,standard,none,77,83,85
male,group E,some high school,standard,none,56,52,45
male,group B,master's degree,standard,completed,48,47,44
male,group D,some college,standard,none,63,62,52
female,group D,associate's degree,standard,none,85,90,86
male,group C,master's degree,standard,none,76,84,76
female,group B,some college,standard,completed,78,82,85
male,group C,some high school,free/reduced,none,70,67,64
male,group D,some high school,free/reduced,none,32,34,32
male,group C,associate's degree,free/reduced,completed,61,63,60
female,group E,associate's degree,standard,completed,100,100,100
male,group C,some college,standard,completed,65,63,63
male,group D,high school,standard,none,79,75,74
female,group B,master's degree,standard,completed,73,83,87
female,group C,some high school,standard,completed,88,100,97
male,group E,bachelor's degree,standard,none,61,46,48
